user_id,grant_id,match_data,reason,created_at
7837f3d4-5cac-4839-88d9-a689ba636e85,11,"{""grant_id"": ""011"", ""name"": ""Healthcare Innovation Fund"", ""relevance_score"": 95.0, ""funding_amount"": ""\u20b922,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-11-20"", ""reason"": ""AI Innovation Labs develops AI-powered solutions specifically for healthcare, which aligns perfectly with the Healthcare Innovation Fund's focus on healthcare and medical device startups. The funding amount of \u20b922,00,000 is suitable for the startup's current revenue of \u20b950,000, allowing for significant project development. The grant is open to startups in the growth/scale-up stage, which matches AI Innovation Labs' stage as a startup with a good stability rating and a track record of 3 previous projects."", ""sector"": ""Biotech|Healthcare"", ""eligibility"": ""Healthcare and medical device startups"", ""application_link"": ""https://healthcare.gov.in/innovation"", ""stage"": ""Growth/Scale-up""}","AI Innovation Labs develops AI-powered solutions specifically for healthcare, which aligns perfectly with the Healthcare Innovation Fund's focus on healthcare and medical device startups. The funding amount of ₹22,00,000 is suitable for the startup's current revenue of ₹50,000, allowing for significant project development. The grant is open to startups in the growth/scale-up stage, which matches AI Innovation Labs' stage as a startup with a good stability rating and a track record of 3 previous projects.",2025-10-24T11:15:27.949670+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,9,"{""grant_id"": ""009"", ""name"": ""Green Technology Fund"", ""relevance_score"": 90.0, ""funding_amount"": ""\u20b918,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-09-15"", ""reason"": ""While primarily focused on clean energy and environmental solutions, the Green Technology Fund supports startups working on sustainable solutions, which can include AI applications in healthcare and education. The funding amount of \u20b918,00,000 is appropriate for AI Innovation Labs' needs. The grant is also available to startups in the growth/scale-up stage, aligning with the startup's profile."", ""sector"": ""Clean Energy|Environment"", ""eligibility"": ""Startups working on sustainable solutions"", ""application_link"": ""https://greentech.gov.in"", ""stage"": ""Start-up|Growth/Scale-up""}","While primarily focused on clean energy and environmental solutions, the Green Technology Fund supports startups working on sustainable solutions, which can include AI applications in healthcare and education. The funding amount of ₹18,00,000 is appropriate for AI Innovation Labs' needs. The grant is also available to startups in the growth/scale-up stage, aligning with the startup's profile.",2025-10-24T11:15:27.950681+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,10,"{""grant_id"": ""010"", ""name"": ""Academic Innovation Grant"", ""relevance_score"": 85.0, ""funding_amount"": ""\u20b96,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-12-31"", ""reason"": ""This grant supports startups founded by academicians or students, which could align with AI Innovation Labs if any team members have academic backgrounds. The funding amount of \u20b96,00,000 is suitable for a startup at this stage. The grant's focus on innovation in all sectors allows for flexibility, making it a potential match for the startup's AI solutions in healthcare and education."", ""sector"": ""All Sectors"", ""eligibility"": ""Startups founded by academicians/students"", ""application_link"": ""https://academic.gov.in/innovation"", ""stage"": ""Ideation|Start-up""}","This grant supports startups founded by academicians or students, which could align with AI Innovation Labs if any team members have academic backgrounds. The funding amount of ₹6,00,000 is suitable for a startup at this stage. The grant's focus on innovation in all sectors allows for flexibility, making it a potential match for the startup's AI solutions in healthcare and education.",2025-10-24T11:15:27.950681+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,6,"{""grant_id"": ""006"", ""name"": ""Social Enterprise Grant"", ""relevance_score"": 80.0, ""funding_amount"": ""\u20b98,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-12-15"", ""reason"": ""AI Innovation Labs' focus on healthcare and education can be seen as a social impact initiative, aligning well with the Social Enterprise Grant's criteria. The funding amount of \u20b98,00,000 is reasonable for the startup's current financial situation, and the grant is available for startups in the growth/scale-up stage, which fits AI Innovation Labs' profile."", ""sector"": ""Social Enterprise"", ""eligibility"": ""Non-profit and social enterprises"", ""application_link"": ""https://social.gov.in/grants"", ""stage"": ""Start-up|Growth/Scale-up""}","AI Innovation Labs' focus on healthcare and education can be seen as a social impact initiative, aligning well with the Social Enterprise Grant's criteria. The funding amount of ₹8,00,000 is reasonable for the startup's current financial situation, and the grant is available for startups in the growth/scale-up stage, which fits AI Innovation Labs' profile.",2025-10-24T11:15:27.950681+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,12,"{""grant_id"": ""012"", ""name"": ""Rural Development Grant"", ""relevance_score"": 75.0, ""funding_amount"": ""\u20b910,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-10-30"", ""reason"": ""Though primarily focused on agriculture and rural challenges, AI Innovation Labs' solutions could potentially address educational and healthcare challenges in rural areas. The grant's funding amount of \u20b910,00,000 is suitable for the startup's needs. The eligibility for startups in the growth/scale-up stage aligns with AI Innovation Labs' current status."", ""sector"": ""Agriculture|Social Enterprise"", ""eligibility"": ""Startups addressing rural challenges"", ""application_link"": ""https://rural.gov.in/development"", ""stage"": ""Start-up|Growth/Scale-up""}","Though primarily focused on agriculture and rural challenges, AI Innovation Labs' solutions could potentially address educational and healthcare challenges in rural areas. The grant's funding amount of ₹10,00,000 is suitable for the startup's needs. The eligibility for startups in the growth/scale-up stage aligns with AI Innovation Labs' current status.",2025-10-24T11:15:27.950681+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,3,"{""grant_id"": ""003"", ""name"": ""Innovation Scale-up Grant"", ""relevance_score"": 70.0, ""funding_amount"": ""\u20b925,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-10-31"", ""reason"": ""This grant targets established startups ready to scale, which may not perfectly align with AI Innovation Labs' current stage as a startup. However, the focus on technology aligns with the startup's industry. The funding amount of \u20b925,00,000 is higher than needed, but could support significant scaling efforts if the startup progresses quickly."", ""sector"": ""Technology|Manufacturing"", ""eligibility"": ""Established startups ready to scale"", ""application_link"": ""https://scaleup.gov.in"", ""stage"": ""Growth/Scale-up|Established""}","This grant targets established startups ready to scale, which may not perfectly align with AI Innovation Labs' current stage as a startup. However, the focus on technology aligns with the startup's industry. The funding amount of ₹25,00,000 is higher than needed, but could support significant scaling efforts if the startup progresses quickly.",2025-10-24T11:15:27.950681+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,8,"{""grant_id"": ""008"", ""name"": ""Women Entrepreneurs Scheme"", ""relevance_score"": 65.0, ""funding_amount"": ""\u20b95,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-10-15"", ""reason"": ""This grant is aimed at first-time women entrepreneurs, which may not apply unless AI Innovation Labs is women-led. If applicable, the funding amount of \u20b95,00,000 could support initial operations. The grant's focus on all sectors allows for flexibility in application."", ""sector"": ""All Sectors"", ""eligibility"": ""First-time women entrepreneurs"", ""application_link"": ""https://women.gov.in/startup"", ""stage"": ""Ideation|Start-up""}","This grant is aimed at first-time women entrepreneurs, which may not apply unless AI Innovation Labs is women-led. If applicable, the funding amount of ₹5,00,000 could support initial operations. The grant's focus on all sectors allows for flexibility in application.",2025-10-24T11:15:27.950681+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,5,"{""grant_id"": ""005"", ""name"": ""Fintech Innovation Challenge"", ""relevance_score"": 60.0, ""funding_amount"": ""\u20b912,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-08-31"", ""reason"": ""While focused on fintech, the grant's emphasis on scalable solutions may resonate with AI Innovation Labs' technology-driven approach. The funding amount of \u20b912,00,000 is reasonable, but the specific fintech focus may limit the relevance."", ""sector"": ""Fintech"", ""eligibility"": ""Fintech startups with scalable solutions"", ""application_link"": ""https://fintech.gov.in/challenge"", ""stage"": ""Start-up|Growth/Scale-up""}","While focused on fintech, the grant's emphasis on scalable solutions may resonate with AI Innovation Labs' technology-driven approach. The funding amount of ₹12,00,000 is reasonable, but the specific fintech focus may limit the relevance.",2025-10-24T11:15:27.950681+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,4,"{""grant_id"": ""004"", ""name"": ""Biotech Research Fund"", ""relevance_score"": 55.0, ""funding_amount"": ""\u20b920,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-09-30"", ""reason"": ""This grant is tailored for biotech startups, which does not align with AI Innovation Labs' focus on AI in healthcare and education. However, if the startup has any biotech applications, it could be a potential match. The funding amount of \u20b920,00,000 is substantial but may not be relevant."", ""sector"": ""Biotech"", ""eligibility"": ""Biotech startups with innovative solutions"", ""application_link"": ""https://biotech.gov.in/grants"", ""stage"": ""Ideation|Start-up""}","This grant is tailored for biotech startups, which does not align with AI Innovation Labs' focus on AI in healthcare and education. However, if the startup has any biotech applications, it could be a potential match. The funding amount of ₹20,00,000 is substantial but may not be relevant.",2025-10-24T11:15:27.950681+00:00
7837f3d4-5cac-4839-88d9-a689ba636e85,2,"{""grant_id"": ""002"", ""name"": ""Agriculture Innovation Grant"", ""relevance_score"": 50.0, ""funding_amount"": ""\u20b915,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-11-15"", ""reason"": ""This grant is specifically for startups working on agricultural technology, which does not align with AI Innovation Labs' focus on healthcare and education. The funding amount of \u20b915,00,000 is suitable but not applicable to the startup's sector."", ""sector"": ""Agriculture"", ""eligibility"": ""Startups working on agricultural technology"", ""application_link"": ""https://grants.gov.in/agri-innovation"", ""stage"": ""Start-up|Growth/Scale-up""}","This grant is specifically for startups working on agricultural technology, which does not align with AI Innovation Labs' focus on healthcare and education. The funding amount of ₹15,00,000 is suitable but not applicable to the startup's sector.",2025-10-24T11:15:27.950681+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,1,"{""grant_id"": ""001"", ""name"": ""Women Innovators Fund"", ""relevance_score"": 95.0, ""funding_amount"": ""\u20b910,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-12-30"", ""reason"": ""This grant is specifically designed for women-led startups in the technology sector, aligning perfectly with Download Test Startup's profile as a woman-owned technology company. The funding amount of \u20b910,00,000 is suitable for a growth-stage startup with a revenue of \u20b92,500,000. The grant also offers mentorship and training, which can be beneficial for a startup with no prior grant experience."", ""sector"": ""Technology|Fintech"", ""eligibility"": ""Women-led startups in tech sector"", ""application_link"": ""https://grants.gov.in/women-innovators"", ""stage"": ""Growth/Scale-up""}","This grant is specifically designed for women-led startups in the technology sector, aligning perfectly with Download Test Startup's profile as a woman-owned technology company. The funding amount of ₹10,00,000 is suitable for a growth-stage startup with a revenue of ₹2,500,000. The grant also offers mentorship and training, which can be beneficial for a startup with no prior grant experience.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,3,"{""grant_id"": ""003"", ""name"": ""Innovation Scale-up Grant"", ""relevance_score"": 90.0, ""funding_amount"": ""\u20b925,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-10-31"", ""reason"": ""This grant targets established startups ready to scale, which aligns with Download Test Startup's growth/scale-up stage. The funding amount of \u20b925,00,000 is appropriate given the startup's revenue level. Additionally, the grant's focus on technology and process innovation matches the startup's objectives, and it is located in Mumbai, which is convenient for application."", ""sector"": ""Technology|Manufacturing"", ""eligibility"": ""Established startups ready to scale"", ""application_link"": ""https://scaleup.gov.in"", ""stage"": ""Growth/Scale-up|Established""}","This grant targets established startups ready to scale, which aligns with Download Test Startup's growth/scale-up stage. The funding amount of ₹25,00,000 is appropriate given the startup's revenue level. Additionally, the grant's focus on technology and process innovation matches the startup's objectives, and it is located in Mumbai, which is convenient for application.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,8,"{""grant_id"": ""008"", ""name"": ""Women Entrepreneurs Scheme"", ""relevance_score"": 88.0, ""funding_amount"": ""\u20b95,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-10-15"", ""reason"": ""This grant is aimed at first-time women entrepreneurs, making it highly relevant for Download Test Startup as a woman-owned business. The funding amount of \u20b95,00,000 is suitable for early-stage initiatives, and the grant's national focus provides accessibility. The mentorship offered can help the startup navigate its initial growth challenges."", ""sector"": ""All Sectors"", ""eligibility"": ""First-time women entrepreneurs"", ""application_link"": ""https://women.gov.in/startup"", ""stage"": ""Ideation|Start-up""}","This grant is aimed at first-time women entrepreneurs, making it highly relevant for Download Test Startup as a woman-owned business. The funding amount of ₹5,00,000 is suitable for early-stage initiatives, and the grant's national focus provides accessibility. The mentorship offered can help the startup navigate its initial growth challenges.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,5,"{""grant_id"": ""005"", ""name"": ""Fintech Innovation Challenge"", ""relevance_score"": 85.0, ""funding_amount"": ""\u20b912,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-08-31"", ""reason"": ""While primarily focused on fintech, this grant is open to scalable technology solutions, which can include Download Test Startup's download functionality. The funding amount of \u20b912,00,000 is reasonable for a growth-stage startup. The national scope of the grant allows for broader competition and opportunities."", ""sector"": ""Fintech"", ""eligibility"": ""Fintech startups with scalable solutions"", ""application_link"": ""https://fintech.gov.in/challenge"", ""stage"": ""Start-up|Growth/Scale-up""}","While primarily focused on fintech, this grant is open to scalable technology solutions, which can include Download Test Startup's download functionality. The funding amount of ₹12,00,000 is reasonable for a growth-stage startup. The national scope of the grant allows for broader competition and opportunities.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,9,"{""grant_id"": ""009"", ""name"": ""Green Technology Fund"", ""relevance_score"": 80.0, ""funding_amount"": ""\u20b918,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-09-15"", ""reason"": ""This grant focuses on startups working on sustainable solutions, which can be relevant if Download Test Startup incorporates environmentally friendly practices in its technology. The funding amount of \u20b918,00,000 is suitable for scaling operations, and the mentorship provided can assist in developing sustainable practices."", ""sector"": ""Clean Energy|Environment"", ""eligibility"": ""Startups working on sustainable solutions"", ""application_link"": ""https://greentech.gov.in"", ""stage"": ""Start-up|Growth/Scale-up""}","This grant focuses on startups working on sustainable solutions, which can be relevant if Download Test Startup incorporates environmentally friendly practices in its technology. The funding amount of ₹18,00,000 is suitable for scaling operations, and the mentorship provided can assist in developing sustainable practices.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,6,"{""grant_id"": ""006"", ""name"": ""Social Enterprise Grant"", ""relevance_score"": 75.0, ""funding_amount"": ""\u20b98,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-12-15"", ""reason"": ""Although primarily for social enterprises, this grant supports startups in the growth/scale-up stage and offers a funding amount of \u20b98,00,000. If Download Test Startup's download functionality has a social impact component, this grant could be a fit. The national focus and mentorship can help enhance the startup's impact."", ""sector"": ""Social Enterprise"", ""eligibility"": ""Non-profit and social enterprises"", ""application_link"": ""https://social.gov.in/grants"", ""stage"": ""Start-up|Growth/Scale-up""}","Although primarily for social enterprises, this grant supports startups in the growth/scale-up stage and offers a funding amount of ₹8,00,000. If Download Test Startup's download functionality has a social impact component, this grant could be a fit. The national focus and mentorship can help enhance the startup's impact.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,12,"{""grant_id"": ""012"", ""name"": ""Rural Development Grant"", ""relevance_score"": 70.0, ""funding_amount"": ""\u20b910,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-10-30"", ""reason"": ""This grant supports startups addressing rural challenges, which could be relevant if Download Test Startup aims to expand its services to rural areas. The funding amount of \u20b910,00,000 is appropriate for a growth-stage startup. However, the alignment is less direct compared to other grants."", ""sector"": ""Agriculture|Social Enterprise"", ""eligibility"": ""Startups addressing rural challenges"", ""application_link"": ""https://rural.gov.in/development"", ""stage"": ""Start-up|Growth/Scale-up""}","This grant supports startups addressing rural challenges, which could be relevant if Download Test Startup aims to expand its services to rural areas. The funding amount of ₹10,00,000 is appropriate for a growth-stage startup. However, the alignment is less direct compared to other grants.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,4,"{""grant_id"": ""004"", ""name"": ""Biotech Research Fund"", ""relevance_score"": 65.0, ""funding_amount"": ""\u20b920,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-09-30"", ""reason"": ""This grant is focused on biotech startups, which does not directly align with Download Test Startup's technology sector. However, if the startup's technology has applications in biotech, it could be considered. The funding amount of \u20b920,00,000 is substantial, but the eligibility criteria may not be met."", ""sector"": ""Biotech"", ""eligibility"": ""Biotech startups with innovative solutions"", ""application_link"": ""https://biotech.gov.in/grants"", ""stage"": ""Ideation|Start-up""}","This grant is focused on biotech startups, which does not directly align with Download Test Startup's technology sector. However, if the startup's technology has applications in biotech, it could be considered. The funding amount of ₹20,00,000 is substantial, but the eligibility criteria may not be met.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,11,"{""grant_id"": ""011"", ""name"": ""Healthcare Innovation Fund"", ""relevance_score"": 60.0, ""funding_amount"": ""\u20b922,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-11-20"", ""reason"": ""This grant targets healthcare and medical device startups, which does not directly match Download Test Startup's focus. However, if there are applications of its technology in healthcare, it may be relevant. The funding amount of \u20b922,00,000 is substantial, but the alignment is weak."", ""sector"": ""Biotech|Healthcare"", ""eligibility"": ""Healthcare and medical device startups"", ""application_link"": ""https://healthcare.gov.in/innovation"", ""stage"": ""Growth/Scale-up""}","This grant targets healthcare and medical device startups, which does not directly match Download Test Startup's focus. However, if there are applications of its technology in healthcare, it may be relevant. The funding amount of ₹22,00,000 is substantial, but the alignment is weak.",2025-10-24T11:23:39.774441+00:00
48d30e6b-101a-471f-99af-a9c26b3dcba2,2,"{""grant_id"": ""002"", ""name"": ""Agriculture Innovation Grant"", ""relevance_score"": 55.0, ""funding_amount"": ""\u20b915,00,000"", ""soft_approval"": ""No"", ""deadline"": ""2025-11-15"", ""reason"": ""This grant is focused on agricultural technology, which does not align with Download Test Startup's technology sector. The funding amount of \u20b915,00,000 is suitable, but the eligibility criteria do not match the startup's focus."", ""sector"": ""Agriculture"", ""eligibility"": ""Startups working on agricultural technology"", ""application_link"": ""https://grants.gov.in/agri-innovation"", ""stage"": ""Start-up|Growth/Scale-up""}","This grant is focused on agricultural technology, which does not align with Download Test Startup's technology sector. The funding amount of ₹15,00,000 is suitable, but the eligibility criteria do not match the startup's focus.",2025-10-24T11:23:39.774441+00:00
